ROOF AGE,Permit Number,Permit Type,Description,Address,LAT,LON
26,1999121120,Building/Trade Permits/Residential/Roofing,URETHANE & ELATOMERIC COATINGS TO EXIST TILES & FLAT DECK,"18590 BRIGGS CIR, PORT CHARLOTTE",26.960733413132072,-82.14069361
26,1999121055,Building/Accessories/Residential/Cage,SCREEN ROOM SCREEN ROOF,"1229 MADONA CT, PUNTA GORDA",27.01445198331243,-81.97080991
26,1999121064,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE 4/12  3TAB,"20351 BANNER AVE, PORT CHARLOTTE",26.999688999047706,-82.11206055
26,1999121032,Building/Trade Permits/Residential/Roofing,REROOF SINGLE PLY MEMBRANE  ORIG 12-27-99   RENEW 4-17-2001,"1475 FLAMINGO DR, ENGLEWOOD",26.935655016174007,-82.31599614
26,1999121019,Building/Trade Permits/Residential/Roofing,SHINGLE OVER SHINGLE- FLAT - 1/12 &  4/12          ORIG:  12/27/1999     RENEW:  05/06/02,"22497 UTICA AVE, PORT CHARLOTTE",26.978502256730483,-82.0754319
26,1999121082,Building/Accessories/Residential/Lanai,"SLAB, PAN ROOF, SCREEN WALLS ROW REQUIRED","156 GUAVA ST, PORT CHARLOTTE",26.970052804283835,-82.04035211
26,1999121056,Building/Accessories/Residential/Carport,CONCRETE/ PAN ROOF/ DRIVEWAY,"10101 BURNT STORE RD, PUNTA GORDA 33955",26.88339344565352,-82.02358759
26,1999121023,Building/Trade Permits/Residential/Roofing,REROOF METAL  5V  3/12,"345 RIO VISTA AVE, PUNTA GORDA",27.025697674978133,-81.97046656
26,1999120984,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE  4/12    ORIG:  12/27/1999        RENEW:  05/06/02,"18537 KULDIN AVE, PORT CHARLOTTE",26.976112369355963,-82.13954924
26,1999120972,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE  4/12     ORIG: 12/27/1999    RENEW:  05/06/02,"1613 BIRCHCREST BLVD, PORT CHARLOTTE",27.00095573,-82.09084323
26,1999120973,Building/Trade Permits/Residential/Roofing,INSTALL NEW SHINGLES & ONE PLY,"545 DALTON BLVD, PORT CHARLOTTE",26.968986442168084,-82.09041591
26,1999120920,Building/Trade Permits/Residential/Roofing,REROOF  SHINGLE & E.P. FLAT SLOPE 3/12,"1191 MANOR RD, ENGLEWOOD 34223",26.941976757067557,-82.33026393
26,1999120960,Building/Trade Permits/Residential/Roofing,SHINGLE OVER SHINGLE,"27109 TIERRA DEL FUEGO CIR, PORT CHARLOTTE",27.029993142153476,-82.0050965
26,1999120933,Building/Trade Permits/Residential/Roofing,TEAR OFF SHINGLE ROOF & INSTALL NEW SHINGLE  4.5/12  ORIGINAL DATE 12/21/99,"28094 CHINQUAPIN DR, PUNTA GORDA",26.84384334665624,-81.98654171
26,1999120951,Building/Trade Permits/Residential/Roofing,RE-ROOF W/ SINGLE PLY,"2100 KINGS HWY, PORT CHARLOTTE",26.999233302768417,-82.05657329
26,1999120921,Building/Trade Permits/Residential/Roofing,RE-ROOF SHINGLES SLOPE 4/12,"1705 LORALIN DR, ENGLEWOOD",26.94087787395621,-82.33939355
26,1999120865,Building/Construction/Residential/Addition,GLASS ROOM ENLARGEMENT ON EXIST SLAB & PAN ROOF,"76 WINDMILL, PUNTA GORDA",26.898033237315904,-82.0466461
26,1999120882,Building/Trade Permits/Residential/Roofing,SHINGLE RE-ROOF   SLOPE:4/12,"1240 CORKTREE CIR, PORT CHARLOTTE",27.011473495583687,-82.12264175
26,1999120901,Building/Accessories/Residential/Lanai,ROOFOVER HOME & VINYL ROOMS,"1395 FLAMINGO DR, ENGLEWOOD",26.93829929536534,-82.31763463
26,1999120893,Building/Trade Permits/Residential/Roofing,REPLACE APPROX 5SQ FLAT ROOFING,"2411 MCCALL RD, ENGLEWOOD",26.9340582,-82.31956589
26,1999120803,Building/Trade Permits/Residential/Roofing,SHINGLE REROOF  4/12,"5185 NEVILLE TER, PORT CHARLOTTE",26.95474446,-82.21749884
26,1999120823,Building/Accessories/Residential/Lanai,INSTALL SCREEN ROOM & ROOF ON EXISTING CONCRETE,"3260 PINE TREE ST, PORT CHARLOTTE",26.98105239602212,-82.11139672
26,1999120846,Building/Trade Permits/Residential/Roofing,SHINGLE OVER,"512 DONORA ST, PORT CHARLOTTE",26.985557583665006,-82.13372798
26,1999120828,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE SLOPE 4:12,"6313 DRUCKER CIR, PORT CHARLOTTE",26.938440361151798,-82.22909541
26,1999120824,Building/Trade Permits/Residential/Roofing,REPAIR ROOF OVER GARAGE 1/4,"11012 CORRIGAN AVE, ENGLEWOOD",26.921859610269376,-82.27182774
26,1999120822,Building/Accessories/Residential/Lanai,INSTALL 4X15 PAN ROOF W/ SCREEN ROOM IN FRONT   INCLUDES ROW,"1041 GUILD ST, PORT CHARLOTTE",27.016395632167537,-82.08979031
26,1999120804,Building/Trade Permits/Residential/Roofing,SHINGLE REROOF  4/12,"860 MENSH TER, PORT CHARLOTTE",26.99620430079738,-82.12764738
26,1999120827,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE SLOPE 3:12           ORIGINAL PERMIT ISSUED 12-17-99,"6274 PARTRIDGE AVE, ENGLEWOOD",26.94059375345199,-82.30834965
26,1999120809,Building/Accessories/Residential/Boatlift,BOAT LIFT ONLY. PLAN ALTERATION: P/C BOAT LIFT ROOF,"1170 DELMAR ST, ENGLEWOOD",26.942594570006246,-82.32580562
26,1999120752,Building/Trade Permits/Residential/Roofing,REROOF - SHINGLE 3/12 FLAT,"1628 HAYWORTH RD, PORT CHARLOTTE",27.001886296226942,-82.07897183
26,1999120667,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE   4/12     ORIG 12/15/1999          RENEW 05/06/02,"18542 ACKERMAN AVE, PORT CHARLOTTE",26.96589853752068,-82.13900751
26,1999120666,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE  4/12      ORIG 12/15/99      RENEW 05-06-02,"142 COUSLEY DR, PORT CHARLOTTE",26.961326584987145,-82.0971832
26,1999120693,Building/Trade Permits/Residential/Roofing,REROOF SINGLE PLY MEMBRANE,"6092 SHEARWATER DR, ENGLEWOOD",26.94236172318534,-82.31036382
26,1999120718,Building/Trade Permits/Residential/Roofing,RE-ROOF W/ F.P. STEVENS EP MEMBRANE   ORIG PERMIT 12-15-99,"1288 KINGFISHER DR, ENGLEWOOD",26.94283677428068,-82.31992342
26,1999120613,Building/Accessories/Residential/Lanai,SCREEN ENCLOSURE ON SLAB OF HOUSE PAN ROOF,"5755 DAVID BLVD, PORT CHARLOTTE",26.955707668914414,-82.22767639
26,1999120588,Building/Trade Permits/Residential/Roofing,REMOVE & REPLACE ROOF W' SHINGLES  4/12,"2816 SHANNON DR, PUNTA GORDA",26.943993387477374,-82.01828211
26,1999120615,Building/Construction/Residential/Miscellaneous,ROOF OVER BOAT LIFT,"5755 DAVID BLVD, PORT CHARLOTTE",26.955707668914414,-82.22767639
26,1999120614,Building/Trade Permits/Residential/Roofing,REROOF  4/12 & FLAT  25YR SHINGLE ROBEROID,"13265 FOWLER AVE, PORT CHARLOTTE",26.93702304701844,-82.23117829
26,1999120608,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE  4/12,"913 WEST TARPON BLVD, PORT CHARLOTTE",26.995300210630557,-82.10826869
26,1999120610,Building/Accessories/Residential/Lanai,SCREEN ENCLOSURE PAN ROOF,"4520 ALMAR DR, PUNTA GORDA",26.897459013062925,-82.05445105
26,1999120616,Building/Trade Permits/Residential/Roofing,REROOF 4/12 25 YR SHINGLE,"1836 EDISON DR, ENGLEWOOD",26.93160249582257,-82.32902521
26,1999120523,Building/Trade Permits/Residential/Roofing,TEAR OFF & RESHINGLE & TORCH RUBBER,"151 FRANCIS DR, PORT CHARLOTTE",26.970830936981926,-82.09570307
26,1999120557,Building/Trade Permits/Residential/Roofing,SHINGLE RE-ROOF   SLOPE:4/12,"21043 LAWSON AVE, PORT CHARLOTTE",27.003442672614003,-82.10560605
26,1999120549,Building/Accessories/Residential/Lanai,ALUMINUM ROOF OVER   ORIG PERMIT 12-30-99,"2100 KINGS HWY, PORT CHARLOTTE",26.999233302768417,-82.05657329
26,1999120537,Building/Trade Permits/Residential/Roofing,ONE-PLY REROOF  1.25/12,"574 AZALEA AVE, PORT CHARLOTTE",26.98649021168228,-82.10821539
26,1999120526,Building/Accessories/Residential/Lanai,BUILD 17X31 SCREEN ROOM W/ SLAB & FOOTINGS & PAN ROOF  INCLUDES ROW,"4137 YUCATAN CIR, PORT CHARLOTTE",26.970222381534487,-82.13636787
26,1999120550,Building/Trade Permits/Residential/Roofing,COMPLETE RE-ROOF SHINGLE & MODIFIED 3.5/12 & EDGE,"3440 CONWAY BLVD, PORT CHARLOTTE",26.976432331709802,-82.08830125
26,1999120544,Building/Trade Permits/Residential/Roofing,"RE-ROOF SHINGLE 28 SQ, RE-ROOF LFAT MODIFIED 7 SQ","22199 LANCASTER AVE, PORT CHARLOTTE",26.98338130863391,-82.08454898
26,1999120543,Building/Trade Permits/Residential/Roofing,SHINGLE REPAIR LESS 1 SQ  5/12,"123 COLONIAL ST, PORT CHARLOTTE",26.96336566708852,-82.1017608
26,1999120559,Building/Trade Permits/Residential/Roofing,RE-ROOF SHINGLE 3/12,"218 BANGSBERG RD, PORT CHARLOTTE",26.96014207724941,-82.08935553
26,1999120548,Building/Construction/Residential/Miscellaneous,ALUMINUM ROOF OVER & VINYL SIDING,"1000 KINGS HWY, PORT CHARLOTTE 33980",27.012224296403744,-82.05295935
26,1999120492,Building/Trade Permits/Residential/Roofing,NEW MODIFIED ROOF  2/12,"21906 HAINES AVE, PORT CHARLOTTE",26.993999479464545,-82.09275051
26,1999120459,Building/Trade Permits/Residential/Roofing,RE ROOF SHINGLE  4/12,"1088 SALOX ST, PORT CHARLOTTE",27.01553913163086,-82.11866003
26,1999120493,Building/Trade Permits/Residential/Roofing,NEW SHINGLE ROOF 4/12  25YR     FOR POOL HOUSE,"1512 RIO DE JANEIRO AVE, PORT CHARLOTTE",27.003489027704862,-82.01698701
26,1999120495,Building/Trade Permits/Residential/Roofing,NEW SHINGLE 4/12 25 YR,"1512 RIO DE JANEIRO AVE, 1, Port Charlotte FL 33983",27.003440777850418,-82.01794436
26,1999120460,Building/Trade Permits/Residential/Roofing,RE-ROOF SHINGLES 2/12,"122 COUSLEY DR, PORT CHARLOTTE",26.96348562403452,-82.09765626
26,1999120443,Building/Accessories/Residential/Cage,SCREEN POOL ENCLOSURE W'PARTIAL COMP PANEL ROOF. PLAN ALTERATION: 3-10-00 ADDENDEUM PURLIN/BEAM,"3169 SCRANTON ST, PORT CHARLOTTE",26.983243955879814,-82.08119197
26,1999120496,Building/Trade Permits/Residential/Roofing,NEW SHINGLE 4/12 25 YR,"1512 RIO DE JANEIRO AVE, PORT CHARLOTTE",27.003489027704862,-82.01698701
26,1999120497,Building/Trade Permits/Residential/Roofing,NEW SHINGLE 4/12 25 YR,"1512 RIO DE JANEIRO AVE, PORT CHARLOTTE",27.003489027704862,-82.01698701
26,1999120451,Building/Trade Permits/Residential/Roofing,RE-ROOF MODIFIED,"2425 DEEDRA ST, PORT CHARLOTTE",26.991411161471405,-82.10553735
26,1999120477,Building/Accessories/Residential/Carport,PAN ROOF ON EXISTCONCRETE,"10101 BURNT STORE RD, PUNTA GORDA 33955",26.88339344565352,-82.02358759
26,1999120463,Building/Trade Permits/Residential/Roofing,REROOF SHNGLE SLOPE 3;12,"6279 PARTRIDGE AVE, ENGLEWOOD",26.940111226194176,-82.3080673
26,1999120475,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE,"21307 GERTRUDE AVE, PORT CHARLOTTE",26.991859102258157,-82.09788258
26,1999120494,Building/Trade Permits/Residential/Roofing,NEW  SHINGLE 4/12 25 YR  BLDG 4,"1512 RIO DE JANEIRO AVE, PORT CHARLOTTE",27.003489027704862,-82.01698701
26,1999120374,Building/Trade Permits/Residential/Roofing,SHINGLE REPAIR  (LESS THAN A SQ),"9081 SWISS BLVD, PUNTA GORDA",26.899814638161626,-81.96981813
26,1999120414,Building/Trade Permits/Residential/Roofing,REMOVE SHINGLE- INSTALL GALVALUME 5-VCRIMP METAL ROOF,"24338 TREASURE ISLAND BLVD, PUNTA GORDA",26.802438877067043,-82.04496761
26,1999120370,Building/Trade Permits/Residential/Roofing,RE-ROOF SHINGLE OVER SHINGLE,"23059 UTICA AVE, PORT CHARLOTTE",26.978410832252997,-82.07228852
26,1999120409,Building/Trade Permits/Residential/Roofing,"REMOVE TILE & URETHANE, REPLACE W/ SHINGLE & MODIFIED","4477 HARBOR BLVD, PORT CHARLOTTE",26.962463541242194,-82.10882294
26,1999120392,Building/Trade Permits/Residential/Roofing,RE ROOF SHINGLE SLOPE 4:12,"2372 ALDA LN, PORT CHARLOTTE",26.99534601013536,-82.10775757
26,1999120379,Building/Trade Permits/Residential/Roofing,RE-ROOF W/ SINGLE PLY RUBBER MEMBRANE,"1542 SANDERLING DR, ENGLEWOOD",26.94378287726238,-82.31661981
26,1999120421,Building/Construction/Commercial/Miscellaneous,"REPAIR FIRE DAMAGED TRUSSES, ROOF DECKING","2411 MCCALL RD, ENGLEWOOD",26.9340582,-82.31956589
26,1999120380,Building/Trade Permits/Residential/Roofing,RE-ROOF W/ SINGLE PLY RUBBER MEMBRANE,"1475 FLAMINGO DR, ENGLEWOOD",26.935655016174007,-82.31599614
26,1999120308,Building/Trade Permits/Residential/Roofing,"TEAR OFF OLD SHINGLES, INSTALL NEW 2/12","5448 RIVER BAY DR, PUNTA GORDA",26.888868430306655,-82.05623629
26,1999120335,Building/Trade Permits/Residential/Roofing,SHINGLE RE-ROOF   SLOPE:4/12,"16943 OHARA DR, PORT CHARLOTTE",26.967965999914515,-82.17402652
26,1999120320,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE - 4/12,"25449 RANCAGUA DR, PORT CHARLOTTE",27.027788096344576,-82.0272598
26,1999120355,Building/Trade Permits/Residential/Roofing,SHINGLE OVER SHINGLE,"22412 DELHI AVE, PORT CHARLOTTE",27.015235971684792,-82.07774357
26,1999120362,Building/Accessories/Residential/Lanai,"SCREEN ROOM ON EXISTING SLAB 3"" ELITE PANEL ROOF","168 TORRINGTON ST, PORT CHARLOTTE",27.02745251963958,-82.06794741
26,1999120353,Building/Trade Permits/Residential/Roofing,REROOF INSTALL ONE PLY RUBBER SYSTEM,"21066 GEPHART AVE, PORT CHARLOTTE",26.99682989576531,-82.10471339
26,1999120359,Building/Accessories/Residential/Lanai,"10X22X4 SCREEN RM 3"" PAN ROOF INSULATED 16"" K/P ON EXISTING SLAB  ROW NOT REQUIRED","3701 BAYNARD DR, PUNTA GORDA",26.901269298587234,-82.04133966
26,1999120339,Building/Trade Permits/Residential/Roofing,RE-ROOF  ORIGINAL PERMIT DATE 12/08/99,"1407 FLAMINGO DR, ENGLEWOOD",26.93777652106294,-82.31769563
26,1999120305,Building/Trade Permits/Residential/Roofing,SHINGLE RE-ROOF   SLOPE:4/12,"4407 MUNDELLA CIR, PORT CHARLOTTE",26.96720694023048,-82.13671868
26,1999120251,Building/Trade Permits/Residential/Roofing,RE-ROOF SHINGLES SLOPE 4X12,"205 TAM O SHANTER LN, PUNTA GORDA",26.94567108391455,-81.99922187
26,1999120233,Building/Trade Permits/Residential/Roofing,RE-ROOF FELLOWSHIP HALL ONLY - 5/12,"21075 QUESADA AVE, PORT CHARLOTTE",27.00942039197156,-82.10520165
26,1999120266,Building/Trade Permits/Residential/Roofing,RE-ROOF SHINGLE 4/12,"3530 ISLAND VIEW DR, PUNTA GORDA 33982",26.95020647169513,-82.01211248
26,1999120222,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE - 4/12 FRONT & RT SIDE,"5307 EARLY TER, PORT CHARLOTTE",26.951291980471446,-82.21579739
26,1999120252,Building/Trade Permits/Residential/Roofing,REPAIR TILE ROOF LESS THAN 1 SQUARE,"2184 PELLAM BLVD, PORT CHARLOTTE",26.99827190287487,-82.13991552
26,1999120262,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE SLOPE 4X12   ORIG12-7-99  RENEW 4-30-01,"10104 EDMONTON AVE, ENGLEWOOD",26.944103229466993,-82.28517146
26,1999120221,Building/Trade Permits/Residential/Roofing,RE-ROOF SHINGLE - 4/12 & FLAT ROOF - 1/12,"2045 LAKEVIEW BLVD, PORT CHARLOTTE",27.00221811490424,-82.13549033
26,1999120232,Building/Trade Permits/Residential/Roofing,ROOF REPAIR,"4196 EASTLAKE CT, PORT CHARLOTTE",26.96856116778325,-82.1714554
26,1999120210,Building/Trade Permits/Residential/Roofing,COMPLETE TEAR OFF & REROOF,"9354 NEWMAN CIR, PORT CHARLOTTE",26.896694302378148,-82.19728848
26,1999120206,Building/Trade Permits/Residential/Roofing,ONE-PLY REROOF   1/2.12,"2521 BEACON DR, PORT CHARLOTTE",26.988708515352684,-82.07582863
26,1999120183,Building/Trade Permits/Residential/Roofing,NEW 25YR SHINGLE ROOF -- 4/12,"20322 MT PROSPECT AVE, PORT CHARLOTTE",27.014627543925833,-82.11389928
26,1999120178,Building/Trade Permits/Residential/Roofing,NEW 25YR SHINGLE ROOF -  4/12,"70 ANNAPOLIS LN, ROTONDA WEST",26.88375483559602,-82.28340908
26,1999120173,Building/Trade Permits/Residential/Roofing,NEW FLAT ROOF  MODIFIED,"2408 STARLITE LN, PORT CHARLOTTE",26.992797767644987,-82.08358771
26,1999120182,Building/Trade Permits/Residential/Roofing,REROOF - SHINGLE---  2.5/12,"4310 DELTONA DR, PUNTA GORDA",26.899168021290276,-82.05125428
26,1999120144,Building/Construction/Residential/Addition,"REPAIR DAMAGE TO ROOF, TRUSSES DUE TO FIRE","205 TAM O SHANTER LN, PUNTA GORDA",26.94567108391455,-81.99922187
26,1999120155,Building/Trade Permits/Residential/Roofing,REPAIR & REPLACING ROOF- METAL ROOF,"101 CARLISLE AVE, PORT CHARLOTTE",26.97154819233393,-82.10632326
26,1999120150,Building/Trade Permits/Residential/Roofing,REROOF MODIFIED SLOPE 1.5/12,"21533 MIDWAY BLVD, PORT CHARLOTTE",26.999109172295217,-82.09082034
26,1999120135,Building/Trade Permits/Residential/Roofing,TEAR  OFF & RESHINGLE,"23339 ROUNTREE AVE, PORT CHARLOTTE",26.98658,-82.06364434
26,1999120079,Building/Construction/Residential/Addition,10X26 ALUM ROOF & VINYL ROOM & 5X5 SHED,"3701 BAYNARD DR, PUNTA GORDA",26.901269298587234,-82.04133966
26,1999120092,Building/Trade Permits/Residential/Roofing,ONE PLY REROOF 1.25/12,"1176 MARTIN DR, ENGLEWOOD",26.93699654219195,-82.32591242
26,1999120063,Building/Trade Permits/Residential/Roofing,SHINGLE OVER SHINGLE,"21515 BANCROFT AVE, PORT CHARLOTTE",27.01986498455294,-82.09127807
26,1999120077,Building/Trade Permits/Residential/Roofing,RE-SHINGLE ROOF & BACK FLAT ROOF,"20443 KINDERKEMAC AVE, PORT CHARLOTTE",27.006105554969448,-82.10956581
26,1999120094,Building/Trade Permits/Residential/Roofing,SHINGLE RE-ROOF   SLOPE:4/12,"12628 BACCHUS RD, PORT CHARLOTTE",26.969852463640795,-82.24018865
26,1999120091,Building/Trade Permits/Residential/Roofing,ONE PLY REROOF  1.5/12,"22171 BELINDA AVE, PORT CHARLOTTE",26.994632667929785,-82.08608252
26,1999120002,Building/Trade Permits/Residential/Roofing,REMOVE & REPLACE SHINGLE ROOF,"1125 SALINA AVE, PORT CHARLOTTE",26.97889547434552,-82.13477891
26,1999120052,Building/Accessories/Residential/Lanai,INSTALL COMP & SCREEN ROOF W' SCREEN WALL ON EXIST WOOD DECK,"5120 CHAVES CIR, PORT CHARLOTTE",26.958562910947904,-82.13854983
26,1999120045,Building/Trade Permits/Residential/Roofing,REROOF W/ SINGLE PLY,"1390 BLUE HERON DR, ENGLEWOOD",26.94226261465615,-82.31499484
26,1999120004,Building/Trade Permits/Residential/Roofing,BUILT-UP RE-ROOF W/ RUBEROID FOR CARPORT,"1145 EDGEMERE PL, ENGLEWOOD",26.93755160540398,-82.32713311
26,1999120050,Building/Trade Permits/Residential/Roofing,RE-ROOF SHINGLE ROOF 4/12,"25373 NARWHAL LN, PORT CHARLOTTE",27.01494795658812,-82.02989955
26,1999120043,Building/Trade Permits/Residential/Roofing,RE-ROOF SINGLE PLY MEMBRANE,"1323 IBIS DR, ENGLEWOOD",26.941324346941574,-82.32033535
26,1999120042,Building/Trade Permits/Residential/Roofing,RE-ROOF SINGLE PLY MEMBRANE,"6120 PARTRIDGE AVE, ENGLEWOOD",26.942304691630238,-82.31166842
26,1999120049,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE & FLAT,"2513 BEACON DR, PORT CHARLOTTE",26.98896208331921,-82.07582093
26,1999120014,Building/Trade Permits/Residential/Roofing,"TEAR OFF SHINGLE, INSTALL NEW  4.5/12","181 NORTHSHORE TER, PORT CHARLOTTE",26.97073374823311,-82.03540034
26,1999120048,Building/Trade Permits/Residential/Roofing,RE-ROOF  SHINGLE,"3389 LAKEVIEW BLVD, PORT CHARLOTTE",26.97782699789967,-82.123787
26,1999120047,Building/Trade Permits/Residential/Roofing,RE-ROOF SHINGLE,"2317 BREMEN CT, PORT CHARLOTTE",26.994428746123425,-82.02229304
25,2000051831,Building/Trade Permits/Residential/Roofing,SHINGLE REPAIR,"402 LONDRINA DR, PORT CHARLOTTE",27.020961755624228,-82.01831812
25,2000051811,Building/Trade Permits/Residential/Roofing,SHINGLE REROOF  5:12 SLOPE,"20012 CHALKLEAF CT, PORT CHARLOTTE",27.01417365867043,-82.12266087
25,2000051870,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE ROOF 4-12 SLOPE,"5219 BLACKJACK CIR, PUNTA GORDA",27.00094426789164,-81.91905209
25,2000051852,Building/Trade Permits/Residential/Roofing,RE-ROOF SHINGLE,"21491 MICHIGAN AVE, PORT CHARLOTTE",27.016347882543254,-82.09167485
25,2000051862,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE 4:12 SLOPE,"1370 WILMETTE ST, PORT CHARLOTTE",27.00725552284891,-82.06294245
25,2000051866,Building/Trade Permits/Residential/Roofing,REROOF FLAT ROOF,"3200 COLONY CT, PUNTA GORDA",26.90951728060018,-82.05136876
25,2000051857,Building/Trade Permits/Residential/Roofing,TAKE OFF OLD SHINGLE  ROOF REPLACE WITH NEW SHINGLE ROOF,"1308 DRURY LN, ENGLEWOOD",26.936244933321678,-82.32527916
25,2000051859,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE 4:12 SLOPE,"17121 DOYLE AVE, PORT CHARLOTTE",27.02921299638614,-82.16869354
25,2000051869,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE AND FLAT ROOF 4-12 /1-12 SLOPE,"20205 NAVAJO LN, PORT CHARLOTTE",26.998476134505356,-82.11699681
25,2000051848,Building/Accessories/Residential/Lanai,ALUMINUM ROOF OVER NO GAS,"125 BARRE DR, PORT CHARLOTTE",26.979522567511612,-82.10169222
25,2000051796,Building/Trade Permits/Residential/Roofing,SHINGLE REPAIR LESS THAN ONE SQUARE 5X12 SLOPE,"339 MARACA ST, PORT CHARLOTTE",27.022470554116616,-82.03060918
25,2000051760,Building/Trade Permits/Residential/Roofing,SHINGLE RE-ROOF,"22434 GLEN AVE, PORT CHARLOTTE",26.972747918544954,-82.07646939
25,2000051785,Building/Trade Permits/Residential/Roofing,"TEAR OFF FLAT ROOF, REROOF FLAT","23423 AVACADO AVE, PORT CHARLOTTE",27.00253494390964,-82.06092071
25,2000051765,Building/Accessories/Residential/Cage,TEAR OUT CAGE & INSTALL MANSARD CAGE &  PAN ROOF   * ORIG PERMIT 6-15-00 *,"133 BANGSBERG RD, PORT CHARLOTTE",26.96280676793693,-82.08953862
25,2000051842,Building/Trade Permits/Residential/Roofing,SHINGLE & RUBEROID RE-ROOF   SLOPE:4/12,"857 E 5TH ST, ENGLEWOOD",26.943357329463396,-82.33277127
25,2000051719,Building/Trade Permits/Residential/Roofing,RE-ROOF SHINGLE 32 SQ           SLOPE:4/12,"27102 SAN MARCO DR, PORT CHARLOTTE",27.00512113937254,-82.00518794
25,2000051729,Building/Accessories/Residential/Shed,"CONSTRUCT 10 X 18 SHED, FLOOR EXIST, UNDER ROOF=PER #MB WORK NOT DONE","2100 KINGS HWY, PORT CHARLOTTE",26.999233302768417,-82.05657329
25,2000051686,Building/Trade Permits/Residential/Roofing,SHINGLE TEAR OFF SLOPE 2 1/ 4:12,"341 DUXBURY AVE, PORT CHARLOTTE",26.970554303130072,-82.0891648
25,2000051651,Building/Accessories/Residential/Lanai,ALUM ROOF ONLY         SLAB PERMIT 97020699,"21984 BEVERLY AVE, PORT CHARLOTTE",26.990112240436325,-82.08845515
25,2000051647,Building/Accessories/Residential/Cage,POOL CAGE WITH COMPOSITE ALUM ROOF. PLAN ALTERATION: P/C CAGE DESIGN TO GABLE ROOF,"3577 PEACE RIVER DR, PORT CHARLOTTE",26.975856650588955,-82.00648498
25,2000051656,Building/Construction/Residential/Single Family,SFR   INCLUDES ROW. PLAN ALTERATION: P/C- ROOF SHEATHING NAILSP/C,"17399 OHARA DR, PORT CHARLOTTE",26.959980061526153,-82.16173561
25,2000051658,Building/Accessories/Residential/Lanai,ROOF OVER MOBILE HOME & FL ROOM,"2018 ESSENCE AVE, ENGLEWOOD",26.90917764963006,-82.32405857
25,2000051567,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE/FLAT 4:12 SLOPE,"1202 STAMFORD ST, PORT CHARLOTTE",27.01199715399939,-82.07839965
25,2000051562,Building/Accessories/Commercial/Sign,CLASS A/GR/ILL/ DF/SQ FT 48/    TILE & CARPET WORLD  ORIGINAL PERMIT DATE 6/9/00,"4820 TAMIAMI TER, PORT CHARLOTTE",26.95745839614976,-82.06574243
25,2000051613,Building/Accessories/Residential/Lanai,"INSTALL 3"" PAN ROOF SCREEN ROOM ON EXISTING CONCRETE","18723 FORT SMITH CIR, PORT CHARLOTTE",26.957746513067065,-82.14098356
25,2000051564,Building/Trade Permits/Residential/Roofing,REROOF - MODIFIED SINGLE PLY FLAT  ORIG PERM. DATE: 5/26/00,"21227 GLADIS AVE, PORT CHARLOTTE",26.99715575434938,-82.10001895
25,2000051561,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE   SLOPE 4:12,"22440 LACOMBE AVE, PORT CHARLOTTE",26.984617237778878,-82.07718654
25,2000051566,Building/Construction/Commercial/Miscellaneous,12X10 PRO-FAB ROOF PATIO COVER ON EXISTING ASPHALT     ROW NOT REQUIRED. PLAN ALTERATION: P/C - FASTENER ADDITION - 06/2,"4109 TAMIAMI TER, PORT CHARLOTTE",26.96980655987602,-82.08323675
25,2000051582,Building/Accessories/Residential/Lanai,ALUMINUM  ROOF OVER MOBILE HOME ONLY,"2100 KINGS HWY, PORT CHARLOTTE",26.999233302768417,-82.05657329
25,2000051560,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE   SLOPE 4:12,"1129 PRESQUE ISLE DR, PORT CHARLOTTE",27.013959917120204,-82.08793643
25,2000051578,Building/Accessories/Residential/Lanai,ALUMINUM ROOF OVER,"10303 BURNT STORE RD, PUNTA GORDA",26.879129489569408,-82.02545427
25,2000051577,Building/Accessories/Residential/Lanai,ALUMINUM ROOF OVER MH ONLY,"2100 KINGS HWY, PORT CHARLOTTE",26.999233302768417,-82.05657329
25,2000051568,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE 4:12 SLOPE,"27526 TIERRA DEL FUEGO CIR, PORT CHARLOTTE",27.028099183855655,-82.00546268
25,2000051583,Building/Accessories/Residential/Lanai,ALUM ROOF OVER MH ONLY,"6400 TAYLOR RD, PUNTA GORDA",26.876983193064607,-82.00379409
